document	sentences	lista	listb	listc	listd	liste	listf	listg	co_occurrencea	co_occurrenceb	conditional_a	conditional_b	vadar_compound	1.1	1	2.1	2	3.1	3	4.1	4	5.1	5	6.1	6	7.1	7.2	7.3	7.4	7	8.1	8.2	8
doc1	the sovereignty of a coastal state extends, beyond its land territory and internal waters and, in the case of an archipelagic state, its archipelagic waters, to an adjacent belt of sea, described as the territorial sea.	False	False	False	False	False	False	False	False	False	True	True	0.128	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	this sovereignty extends to the air space over the territorial sea as well as to its bed and subsoil.	False	False	False	False	False	False	False	False	False	True	True	0.3818	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	3.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the sovereignty over the territorial sea is exercised subject to this convention and to other rules of international law.	False	False	False	False	True	False	True	False	True	True	True	0.0	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	True	False	False	False
doc1	"section 2 - limits of the territorial sea
article 3."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"breadth of the territorial sea
every state has the right to establish the breadth of its territorial sea up to a limit not exceeding 12 nautical miles, measured from baselines determined in accordance with this convention."	False	False	False	False	False	False	False	False	False	True	True	0.34	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 4.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"outer limit of the territorial sea
the outer limit of the territorial sea is the line every point of which is at a distance from the nearest point of the baseline equal to the breadth of the territorial sea."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 5.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"normal baseline
except where otherwise provided in this convention, the normal baseline for measuring the breadth of the territorial sea is the low-water line along the coast as marked on large-scale charts officially recognized by the coastal state."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 6.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"reefs
in the case of islands situated on atolls or of islands having fringing reefs, the baseline for measuring the breadth of the territorial sea is the seaward low-water line of the reef, as shown by the appropriate symbol on charts officially recognized by the coastal state."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 7.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"straight baselines
1."	False	False	False	False	False	False	False	False	False	True	True	0.2263	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	in localities where the coastline is deeply indented and cut into, or if there is a fringe of islands along the coast in its immediate vicinity, the method of straight baselines joining appropriate points may be employed in drawing the baseline from which the breadth of the territorial sea is measured.	False	False	False	False	False	False	False	False	False	True	True	-0.1189	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	where because of the presence of a delta and other natural conditions the coastline is highly unstable, the appropriate points may be selected along the furthest seaward extent of the low-water line and, notwithstanding subsequent regression of the low-water line, the straight baselines shall remain effective until changed by the coastal state in accordance with this convention.	False	False	False	False	False	False	False	False	False	True	True	0.5729	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	3.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the drawing of straight baselines must not depart to any appreciable extent from the general direction of the coast, and the sea areas lying within the lines must be sufficiently closely linked to the land domain to be subject to the regime of internal waters.	False	False	False	False	False	False	False	False	False	True	True	-0.3612	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	4.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	straight baselines shall not be drawn to and from low-tide elevations, unless lighthouses or similar installations which are permanently above sea level have been built on them or except in instances where the drawing of baselines to and from such elevations has received general international recognition.	False	False	False	False	True	False	False	False	False	True	True	0.2263	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	5.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	where the method of straight baselines is applicable under paragraph 1, account may be taken, in determining particular baselines, of economic interests peculiar to the region concerned, the reality and the importance of which are clearly evidenced by long usage.	False	False	False	False	False	False	False	False	False	True	True	0.8271	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	6.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the system of straight baselines may not be applied by a state in such a manner as to cut off the territorial sea of another state from the high seas or an exclusive economic zone.	False	False	False	False	False	False	False	False	False	True	True	0.0772	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 8.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"internal waters
1."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	except as provided in part iv, waters on the landward side of the baseline of the territorial sea form part of the internal waters of the state.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	where the establishment of a straight baseline in accordance with the method set forth in article 7 has the effect of enclosing as internal waters areas which had not previously been considered as such, a right of innocent passage as provided in this convention shall exist in those waters.	False	False	False	False	False	False	False	False	False	True	True	0.5106	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 9.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"mouths of rivers
if a river flows directly into the sea, the baseline shall be a straight line across the mouth of the river between points on the low-water line of its banks."	False	False	False	False	False	False	False	False	False	True	True	0.2263	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 10.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"bays
1."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	this article relates only to bays the coasts of which belong to a single state.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	for the purposes of this convention, a bay is a well-marked indentation whose penetration is in such proportion to the width of its mouth as to contain land-locked waters and constitute more than a mere curvature of the coast.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	an indentation shall not, however, be regarded as a bay unless its area is as large as, or larger than, that of the semi-circle whose diameter is a line drawn across the mouth of that indentation.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	3.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	for the purpose of measurement, the area of an indentation is that lying between the low-water mark around the shore of the indentation and a line joining the low-water mark of its natural entrance points.	False	False	False	False	False	False	False	False	False	True	True	-0.2263	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	where, because of the presence of islands, an indentation has more than one mouth, the semi-circle shall be drawn on a line as long as the sum total of the lengths of the lines across the different mouths.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	islands within an indentation shall be included as if they were part of the water area of the indentation.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	4.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	if the distance between the low-water marks of the natural entrance points of a bay does not exceed 24 nautical miles, a closing line may be drawn between these two low-water marks, and the waters enclosed thereby shall be considered as internal waters.	False	False	False	False	False	False	False	False	False	True	True	0.3612	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	5.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	where the distance between the low-water marks of the natural entrance points of a bay exceeds 24 nautical miles, a straight baseline of 24 nautical miles shall be drawn within the bay in such a manner as to enclose the maximum area of water that is possible with a line of that length.	False	False	False	False	False	False	False	False	False	True	True	0.5267	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	6.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"the foregoing provisions do not apply to so-called ""historic"" bays, or in any case where the system of straight baselines provided for in article 7 is applied."	False	False	False	False	False	False	False	False	False	True	True	0.2263	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 11.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"ports
for the purpose of delimiting the territorial sea, the outermost permanent harbour works which form an integral part of the harbour system are regarded as forming part of the coast."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	off-shore installations and artificial islands shall not be considered as permanent harbour works.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 12.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"roadsteads
roadsteads which are normally used for the loading, unloading and anchoring of ships, and which would otherwise be situated wholly or partly outside the outer limit of the territorial sea, are included in the territorial sea."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 13.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"low-tide elevations
1."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	a low-tide elevation is a naturally formed area of land which is surrounded by and above water at low tide but submerged at high tide.	False	False	False	False	False	False	False	False	False	True	True	-0.1406	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	where a low-tide elevation is situated wholly or partly at a distance not exceeding the breadth of the territorial sea from the mainland or an island, the low-water line on that elevation may be used as the baseline for measuring the breadth of the territorial sea.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	where a low-tide elevation is wholly situated at a distance exceeding the breadth of the territorial sea from the mainland or an island, it has no territorial sea of its own.	False	False	False	False	False	False	False	False	False	True	True	-0.296	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 14.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"combination of methods for determining baselines
the coastal state may determine baselines in turn by any of the methods provided for in the foregoing articles to suit different conditions."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 15.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"delimitation of the territorial sea between states with opposite or adjacent coasts
where the coasts of two states are opposite or adjacent to each other, neither of the two states is entitled, failing agreement between them to the contrary, to extend its territorial sea beyond the median line every point of which is equidistant from the nearest points on the baselines from which the breadth of the territorial seas of each of the two states is measured."	False	False	False	False	False	False	False	False	False	True	True	0.4019	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the above provision does not apply, however, where it is necessary by reason of historic title or other special circumstances to delimit the territorial seas of the two states in a way which is at variance therewith.	False	False	False	False	False	False	False	False	False	True	True	0.4019	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 16.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"charts and lists of geographical coordinates
1."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the baselines for measuring the breadth of the territorial sea determined in accordance with articles 7, 9 and 10, or the limits derived therefrom, and the lines of delimitation drawn in accordance with articles 12 and 15 shall be shown on charts of a scale or scales adequate for ascertaining their position.	False	False	False	False	False	False	False	False	False	True	True	0.5106	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	alternatively, a list of geographical coordinates of points, specifying the geodetic datum, may be substituted.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the coastal state shall give due publicity to such charts or lists of geographical coordinates and shall deposit a copy of each such chart or list with the secretary-general of the united nations.	True	False	False	False	False	False	False	False	False	True	True	0.4215	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	True
doc1	"section 3 - innocent passage in the territorial sea
subsection a - rules applicable to all ships
article 17."	False	False	False	False	False	False	False	False	False	True	True	0.34	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"right of innocent passage
subject to this convention, ships of all states, whether coastal or land-locked, enjoy the right of innocent passage through the territorial sea."	False	False	False	False	False	False	False	False	False	True	True	0.7906	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 18.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"meaning of passage
1."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"passage means navigation through the territorial sea for the purpose of:
(a)	 traversing that sea without entering internal waters or calling at a roadstead or port facility outside internal waters; or
(b)	 proceeding to or from internal waters or a call at such roadstead or port facility."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	passage shall be continuous and expeditious.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	however, passage includes stopping and anchoring, but only in so far as the same are incidental to ordinary navigation or are rendered necessary by force majeure or distress or for the purpose of rendering assistance to persons, ships or aircraft in danger or distress.	False	False	False	False	False	False	False	False	False	True	True	-0.9442	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 19.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"meaning of innocent passage
1."	False	False	False	False	False	False	False	False	False	True	True	0.34	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	passage is innocent so long as it is not prejudicial to the peace, good order or security of the coastal state.	False	False	False	True	False	False	False	False	False	True	True	0.9205	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	such passage shall take place in conformity with this convention and with other rules of international law.	False	False	False	False	True	False	True	False	True	True	True	0.0	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	True	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"passage of a foreign ship shall be considered to be prejudicial to the peace, good order or security of the coastal state if in the territorial sea it engages in any of the following activities:
(a)	 any threat or use of force against the sovereignty, territorial integrity or political independence of the coastal state, or in any other manner in violation of the principles of international law embodied in the charter of the united nations;
(b)	 any exercise or practice with weapons of any kind;
(c)	 any act aimed at collecting information to the prejudice of the defence or security of the coastal state;
(d)	 any act of propaganda aimed at affecting the defence or security of the coastal state;
(e)	 the launching, landing or taking on board of any aircraft;
(f)	 the launching, landing or taking on board of any military device;
(g)	 the loading or unloading of any commodity, currency or person contrary to the customs, fiscal, immigration or sanitary laws and regulations of the coastal state;
(h)	 any act of wilful and serious pollution contrary to this convention;
(i)	 any fishing activities;
(j)	 the carrying out of research or survey activities;
(k)	 any act aimed at interfering with any systems of communication or any other facilities or installations of the coastal state;
(l)	 any other activity not having a direct bearing on passage."	True	False	False	True	True	False	True	False	True	True	True	0.6705	True	True	False	False	False	False	True	True	False	False	True	True	False	True	False	True	True	True	True	True
doc1	article 20.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"submarines and other underwater vehicles
in the territorial sea, submarines and other underwater vehicles are required to navigate on the surface and to show their flag."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 21.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"laws and regulations of the coastal state relating to innocent passage
1."	False	False	False	False	False	False	False	False	False	True	True	0.34	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"the coastal state may adopt laws and regulations, in conformity with the provisions of this convention and other rules of international law, relating to innocent passage through the territorial sea, in respect of all or any of the following:
(a)	 the safety of navigation and the regulation of maritime traffic;
(b)	 the protection of navigational aids and facilities and other facilities or installations;
(c)	 the protection of cables and pipelines;
(d)	 the conservation of the living resources of the sea;
(e)	 the prevention of infringement of the fisheries laws and regulations of the coastal state;
(f)	 the preservation of the environment of the coastal state and the prevention, reduction and control of pollution thereof;
(g)	 marine scientific research and hydrographic surveys;
(h)	 the prevention of infringement of the customs, fiscal, immigration or sanitary laws and regulations of the coastal state."	False	False	False	False	True	False	True	False	True	True	True	0.4215	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	True	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	such laws and regulations shall not apply to the design, construction, manning or equipment of foreign ships unless they are giving effect to generally accepted international rules or standards.	False	False	False	False	True	False	False	False	False	True	True	0.5423	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	3.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the coastal state shall give due publicity to all such laws and regulations.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	4.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	foreign ships exercising the right of innocent passage through the territorial sea shall comply with all such laws and regulations and all generally accepted international regulations relating to the prevention of collisions at sea.	False	False	False	False	True	False	False	False	False	True	True	0.34	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 22.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"sea lanes and traffic separation schemes in the territorial sea
1."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the coastal state may, where necessary having regard to the safety of navigation, require foreign ships exercising the right of innocent passage through its territorial sea to use such sea lanes and traffic separation schemes as it may designate or prescribe for the regulation of the passage of ships.	False	False	False	False	False	False	False	False	False	True	True	0.6369	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	in particular, tankers, nuclear-powered ships and ships carrying nuclear or other inherently dangerous or noxious substances or materials may be required to confine their passage to such sea lanes.	False	False	False	False	False	False	False	False	False	True	True	-0.4767	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	3.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"in the designation of sea lanes and the prescription of traffic separation schemes under this article, the coastal state shall take into account:
(a)	 the recommendations of the competent international organization;
(b)	 any channels customarily used for international navigation;
(c)	 the special characteristics of particular ships and channels; and
(d)	 the density of traffic."	False	False	False	False	True	False	False	False	False	True	True	0.6124	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
